Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
35,8,44,95045,4,1,2,192,0,0,0,0,1
58,34,92,92703,2,2.8,1,103,0,0,0,0,0
24,0,82,90401,3,0.8,1,0,0,0,0,1,0
32,8,44,91401,1,1.8,2,192,0,0,0,1,0
54,28,79,92677,4,2.6,3,0,0,0,0,0,0
27,0,40,90068,1,2,2,110,0,0,0,0,1
50,24,32,90277,1,1.4,3,167,0,0,0,0,0
48,23,29,93711,1,1.3,2,0,0,0,0,0,0
46,22,19,92870,3,0.5,1,0,0,0,0,1,0
47,23,130,91763,2,1.4,1,0,0,0,0,0,0
48,23,43,94301,2,1.3,1,0,0,0,0,1,0
46,21,205,95762,2,8.8,1,181,0,1,0,1,0
49,25,39,91125,3,1.9,2,0,0,0,0,0,0
58,34,19,92029,4,0.7,1,0,0,0,0,0,0
38,14,25,95135,4,0.4,2,101,0,0,0,1,0
52,28,55,94608,1,1.6,2,227,0,0,0,0,0
28,4,81,94801,3,1.5,1,276,0,0,0,1,0
34,10,43,95014,1,1.7,1,142,0,0,0,0,1
51,26,134,90230,4,4.5,3,0,1,1,1,1,0
52,27,45,95006,1,1.3,2,0,0,0,0,0,0
33,9,44,94112,1,1.2,1,0,0,0,0,0,0
59,35,180,96008,2,6.5,2,0,1,1,1,1,1
59,35,43,91791,4,0.4,1,0,0,0,0,0,1
57,31,159,94577,2,0.5,1,0,0,0,0,0,0
59,35,84,94588,1,1.8,3,0,0,0,0,1,1
60,35,33,90095,2,0.5,2,0,0,0,0,1,0
62,36,115,92093,2,2.8,1,202,0,0,0,1,1
51,25,45,95616,4,2.6,1,0,0,0,0,0,0
27,2,155,95138,1,0.8,1,0,0,0,0,0,0
29,5,121,95449,1,1.5,1,0,0,0,0,1,0
65,39,105,94710,4,2.4,3,0,0,0,0,0,0
23,-1,61,92374,4,2.6,1,239,0,0,0,1,0
61,37,22,94590,1,1.2,3,0,0,0,0,1,0
62,36,92,94801,2,0.7,2,0,0,0,0,1,0
31,5,28,90717,1,0.3,1,0,0,0,0,1,1
28,3,173,92121,2,6.7,1,222,0,0,0,1,0
59,33,110,90007,3,4.4,1,264,0,0,0,1,0
41,11,35,93107,1,0.75,3,114,0,0,0,1,0
27,0,38,95929,4,1,3,154,0,0,0,1,0
60,34,43,92697,1,1.4,1,0,0,0,0,1,1
41,15,95,91101,3,0.1,1,240,0,1,0,0,0
26,1,54,94061,4,0.6,2,230,0,0,0,0,0
65,40,32,90095,1,1.1,3,120,0,0,0,1,0
61,36,10,91365,4,0.4,2,0,0,0,0,1,0
55,31,91,94110,2,2.8,1,0,0,0,0,1,0
45,20,22,90230,1,0.1,1,0,0,0,0,0,0
31,5,20,94720,2,0.3,1,0,0,0,0,0,0
40,15,161,94596,2,3.3,1,0,0,1,0,0,1
40,16,12,90033,1,1,1,91,0,1,0,0,0
27,3,201,95819,1,6.33,1,158,0,0,0,1,0
43,19,34,94305,3,0.6,2,0,0,0,0,0,0
39,14,10,92705,2,0.3,2,0,0,1,0,0,1
65,41,91,91360,2,0,3,146,0,0,0,0,0
29,3,148,92173,3,4.1,1,0,1,0,0,1,0
39,15,78,92121,4,2.4,1,118,0,0,0,1,0
43,17,91,95134,1,5.2,1,0,0,1,0,0,0
28,4,43,92103,3,0.1,2,0,0,0,0,1,0
31,7,42,95822,1,2.4,2,0,0,0,0,1,1
57,31,79,91335,3,4.4,1,0,0,0,0,0,1
45,21,115,91320,2,3.3,1,85,0,0,0,1,0
29,3,53,94005,4,1.8,3,0,0,0,0,1,0
42,18,114,94305,1,0.3,1,0,0,0,0,0,0
50,26,179,92612,1,2.9,3,0,1,0,0,0,1
40,15,171,94539,2,3.3,1,0,0,0,0,1,0
26,2,55,94305,3,0.7,2,0,0,0,0,1,0
48,23,132,94998,1,0.6,1,157,0,0,0,0,0
66,42,95,94596,2,0,3,0,0,0,0,1,0
24,-2,125,92835,2,7.2,1,0,0,1,0,0,1
58,32,28,90095,2,0.3,1,148,0,0,0,0,0
58,32,72,94105,3,0.3,2,0,0,0,0,1,0
63,39,38,92624,3,0.1,3,178,0,0,0,1,1
60,30,31,95060,1,1.5,3,0,0,0,0,1,0
34,9,71,91711,4,0.7,3,0,0,0,0,1,0
34,8,10,92867,1,0.4,2,0,0,0,0,1,0
45,19,22,94904,3,1.5,1,0,0,0,0,1,1
33,9,14,91320,4,0.7,2,105,0,0,0,1,0
37,12,179,91768,1,8.6,1,0,0,0,0,1,0
53,27,75,94303,1,1.9,2,0,0,0,0,1,0
65,40,115,92647,1,2.5,1,174,0,0,0,0,1
58,33,51,95006,2,1.9,2,0,0,0,0,0,0
40,16,75,94306,3,2.33,1,79,0,0,0,0,0
57,31,38,94720,4,0.7,2,0,0,0,0,1,0
28,2,43,95616,4,1.3,3,0,0,0,0,1,1
26,2,62,94080,4,1.6,1,0,0,1,0,0,0
37,13,70,92101,2,2.7,1,0,0,0,0,0,0
34,10,154,94583,3,5.4,2,0,1,0,0,1,0
44,18,84,91330,3,1.1,1,0,0,0,0,0,0
41,17,141,94022,2,7.6,1,92,0,0,0,0,0
37,13,89,91711,2,1.7,2,0,0,0,0,1,0
34,8,52,95060,4,0.2,1,0,0,0,0,1,0
50,26,110,94509,3,1.8,2,0,0,0,0,1,0
41,17,165,94143,2,8,1,0,0,0,0,1,0
35,11,82,94022,2,1.7,2,0,0,0,0,1,1
45,20,155,90024,1,7,1,0,0,0,0,1,1
52,25,43,91380,3,1,2,165,0,0,1,1,1
53,27,39,91330,4,1.5,3,0,0,0,0,1,0
32,7,28,90034,4,1.1,3,0,0,0,0,0,0
60,36,22,94551,2,1,1,0,0,1,1,1,1
28,4,85,94709,3,2.5,1,0,0,0,0,1,0
61,37,64,92028,1,0,2,0,0,0,0,0,1
32,7,28,90034,4,1.1,3,0,0,0,0,0,0
41,17,160,92647,2,8,1,0,0,0,0,1,0
31,5,54,92173,4,2.2,2,0,0,0,0,0,0
29,0,134,95819,4,6.5,3,0,1,0,0,0,0
29,3,190,92612,2,4.5,1,246,0,0,0,1,1
43,19,20,94110,3,0.5,1,0,0,0,0,0,0
54,30,45,92182,4,0.9,2,0,0,0,0,0,1
41,16,155,95070,1,7,1,0,0,0,0,0,0
29,3,41,94588,1,1.9,3,0,0,0,0,1,1
57,33,43,91016,3,1.5,1,168,0,0,0,0,1
26,1,53,94720,2,1.6,3,0,0,0,0,1,0
45,20,138,92870,1,7,1,0,0,0,0,0,1
42,17,79,92103,1,3.7,3,0,0,1,0,0,1
35,8,48,92697,2,1,2,0,0,0,0,1,0
54,24,25,90016,4,0.4,3,0,0,0,0,0,1
52,26,19,90650,2,0.7,2,0,0,0,0,0,1
56,30,44,91330,4,2.5,1,0,0,0,0,0,1
34,10,45,92038,1,1.7,1,84,0,0,0,0,0
55,31,159,92123,1,3.9,3,0,1,0,0,0,0
28,4,29,94080,3,0.1,2,0,0,0,0,1,0
45,19,83,95051,2,1.7,2,0,0,0,0,1,0
39,13,68,91950,3,2.1,1,0,0,1,0,1,0
56,30,60,91380,1,2.2,3,0,0,0,0,0,0
52,27,113,92038,1,0.1,3,0,0,0,0,0,0
32,7,100,92126,3,0.6,2,0,0,0,0,1,0
34,9,31,92521,4,1.1,3,85,0,1,1,1,1
52,26,155,92660,3,7.2,2,0,1,0,0,1,0
39,14,22,94035,2,0.3,2,0,0,0,0,1,0
45,21,85,95136,2,3.2,1,0,0,1,0,1,0
63,37,109,90740,1,2,1,0,0,0,0,1,0
29,4,120,94553,1,4.1,2,0,1,1,1,0,1
61,36,108,93943,4,3.4,2,0,0,0,0,1,0
59,34,38,90291,4,1.7,1,0,0,0,0,0,1
35,10,38,95762,4,1.7,1,0,0,0,0,1,1
23,-3,55,92704,3,2.4,2,145,0,0,0,1,0
31,5,34,94558,1,1.9,3,156,0,0,0,1,0
58,33,142,92691,2,3.9,1,193,0,0,0,1,1
47,22,65,90840,1,2.4,1,0,0,0,0,1,0
62,36,109,92709,4,1.7,3,0,0,0,0,1,0
45,20,154,94720,2,2.8,1,0,0,1,0,1,0
32,6,22,94061,4,0.3,1,0,0,0,0,0,0
47,23,105,90024,2,3.3,1,0,0,0,0,0,0
46,21,80,95054,4,0.4,1,0,0,0,0,1,1
65,39,113,90036,1,2,1,0,0,0,0,1,1
36,6,138,92152,1,7,3,86,1,0,0,1,0
51,25,148,90024,1,1,1,0,0,0,0,0,0
46,22,152,90009,2,1.4,1,0,0,0,0,1,0
30,6,118,94534,2,2.8,2,0,1,0,0,0,0
60,36,63,94063,4,2.2,1,0,0,0,0,1,0
30,5,23,94304,2,0.9,3,0,0,1,0,1,0
40,14,28,90404,2,0.8,3,0,0,0,0,0,0
41,16,78,95616,4,0.4,1,0,0,0,0,1,0
63,38,28,94720,2,0.5,2,89,0,0,0,1,0
61,35,60,90272,1,2.8,2,0,0,0,0,1,0
62,36,148,94111,3,7,2,0,1,0,0,1,0
47,21,83,92220,1,3.8,1,97,1,0,0,0,0
33,9,105,95136,1,4,1,0,0,0,0,1,0
61,35,61,92177,3,2.2,3,117,0,0,0,1,1
65,39,184,91302,1,5.4,3,176,1,0,1,1,1
32,7,112,94304,1,4.6,1,366,0,0,0,0,0
45,21,128,94305,1,4.7,1,0,0,0,0,0,0
31,6,92,92037,2,3.3,1,0,0,0,0,0,0
60,34,64,95014,3,2.2,3,0,0,0,0,0,0
56,31,192,90089,1,7,3,0,1,0,1,1,0
29,5,133,90095,1,5.4,1,212,0,0,0,1,0
31,4,41,91360,1,2,2,0,0,1,0,1,0
62,36,158,94301,2,6.3,3,0,1,0,0,1,0
33,9,22,93940,4,0.4,2,103,0,0,0,1,0
53,27,50,92660,2,0.8,3,0,0,0,0,1,0
44,18,33,95351,3,0.5,2,0,0,0,0,0,0
38,13,12,94143,2,0.3,2,104,0,1,0,1,0
31,7,170,95006,1,6,1,0,0,0,0,1,0
63,39,50,94402,1,0,2,166,0,0,0,0,0
30,6,25,94304,3,1,2,135,0,0,0,0,1
38,14,25,95135,4,0.4,2,101,0,0,0,1,0
39,14,108,91401,3,1.2,3,0,0,0,0,1,1
26,0,102,94305,4,2.3,3,0,0,0,0,0,0
43,17,55,93933,3,2.2,2,0,0,0,0,0,0
46,22,72,91711,4,1.4,2,149,0,0,0,1,1
47,20,79,94720,3,2,2,185,0,1,0,0,0
44,18,84,91330,3,1.1,1,0,0,0,0,0,0
33,3,59,91040,2,1.75,3,0,0,0,0,1,0
51,25,39,94010,1,1.2,2,98,0,0,0,1,0
57,27,62,94025,3,2,3,0,0,0,0,1,0
40,16,125,95125,2,2.2,1,0,0,0,0,1,0
31,7,15,91380,3,0.9,3,0,0,0,0,1,0
27,0,40,90068,1,2,2,110,0,0,0,0,1
46,22,89,94303,1,2.7,1,0,0,1,1,1,1
62,38,42,95747,3,0.1,3,149,0,0,0,0,1
54,29,70,92093,3,2,2,116,0,0,0,1,1
49,25,149,90024,2,0.4,1,0,0,0,0,1,0
30,5,118,92182,4,3,3,0,1,0,0,1,0
27,3,125,95521,2,0.6,1,0,0,0,0,0,0
52,26,34,93023,1,0.3,3,0,0,0,0,1,0
49,25,44,94708,4,0.9,2,194,0,0,0,1,0
40,14,42,90638,2,0.3,1,106,0,0,0,0,1
62,37,90,95747,3,0.5,1,0,0,0,0,1,0
48,22,149,94928,2,5.5,2,0,1,1,1,1,0
34,10,22,95670,1,0.5,3,85,0,0,0,0,0
53,29,55,95818,4,1.1,2,0,0,0,0,1,0
42,18,103,91367,1,3.33,1,0,1,1,1,1,1
41,16,64,92325,3,0.5,3,0,0,0,0,0,0
42,16,49,90034,1,2.8,1,0,0,0,0,0,0
28,3,170,95014,1,0.1,3,0,1,0,0,0,0
34,9,99,90245,4,2.2,2,155,0,0,0,1,0
52,28,51,94949,1,1.6,3,0,0,1,0,0,1
34,8,65,92093,1,3,1,227,1,0,0,1,0
55,29,99,92121,2,1.4,1,264,0,0,0,1,1
59,34,30,92084,1,1.3,1,0,0,0,0,1,1
31,6,55,92038,4,2,2,185,0,0,0,1,0
55,31,9,91345,4,0.7,1,89,0,0,0,1,0
64,38,21,95422,1,0.8,2,76,0,0,0,0,1
29,2,30,95747,4,1.5,2,112,0,0,0,0,1
53,29,20,93955,1,0.2,1,131,0,0,0,1,1
31,7,99,94720,1,4,1,0,0,0,0,1,0
38,13,41,90073,4,1.7,1,0,0,0,0,1,0
30,5,30,90245,4,0.8,1,158,0,0,0,1,0
30,6,29,94305,3,1,2,117,0,0,0,0,0
48,23,43,93943,3,1.7,2,159,0,0,0,1,0
48,23,10,94609,2,0.7,3,0,0,0,0,1,1
37,11,123,94720,1,2.3,2,0,1,1,1,1,0
29,3,54,94104,4,1.8,3,0,0,0,0,0,0
57,31,38,94720,4,0.7,2,0,0,0,0,1,0
63,38,28,94720,2,0.5,2,89,0,0,0,1,0
62,38,45,94143,4,1.3,2,0,0,0,0,1,0
30,4,25,92173,2,0.3,1,0,0,1,0,1,0
47,21,39,92612,3,0.6,2,0,0,0,0,1,1
58,34,88,93555,2,1.6,1,0,0,0,0,1,1
39,14,141,93302,4,6.3,1,0,1,1,1,1,1
51,25,33,92866,3,0.9,3,0,0,0,0,1,1
29,5,128,91302,2,4.1,2,209,1,0,0,1,0
52,26,84,94132,1,2.4,1,0,0,0,0,1,0
25,-1,139,93106,2,2,1,0,0,0,0,0,1
26,1,50,95616,4,0.6,2,0,0,0,0,0,0
65,40,69,91706,4,0.1,2,0,0,0,0,1,0
34,8,65,92093,1,3,1,227,1,0,0,1,0
57,31,45,94305,3,1.4,1,198,0,0,0,1,0
40,14,179,90025,1,2.6,3,0,1,0,0,1,0
55,31,91,94110,2,2.8,1,0,0,0,0,1,0
39,14,24,94305,2,0.3,2,0,0,0,0,0,0
26,0,75,94061,3,0.3,3,0,0,0,0,0,0
46,21,154,90245,2,2.8,1,94,0,0,0,0,0
47,23,148,94551,2,7.5,1,0,0,0,1,1,1
51,27,80,90032,1,2.6,2,0,0,0,0,1,1
56,32,8,93943,2,0.3,1,0,0,0,0,1,1
59,35,43,91791,4,0.4,1,0,0,0,0,0,1
56,32,122,95827,2,0.3,1,360,0,0,1,1,1
30,4,110,93943,1,2.9,3,0,0,0,0,1,0
26,1,85,90064,1,1.9,1,0,0,0,0,1,0
27,0,30,93107,4,1,3,0,0,0,0,1,1
43,19,32,94501,3,0.6,2,0,0,0,0,0,0
57,31,41,91330,1,0.2,1,0,0,0,0,1,1
43,18,83,93109,3,0.5,3,0,0,0,0,0,1
33,9,18,91768,4,0.4,2,0,0,0,0,1,0
46,20,40,92037,1,1.2,2,0,0,0,0,1,0
43,18,22,90025,2,0,3,0,0,0,0,0,0
26,0,14,94301,4,0.4,1,94,0,0,0,1,0
50,24,32,94701,4,1.8,1,109,0,0,0,1,0
51,27,58,92407,1,0,1,0,0,0,0,0,1
61,36,108,93943,4,3.4,2,0,0,0,0,1,0
46,22,72,91711,4,1.4,2,149,0,0,0,1,1
51,26,134,90230,4,4.5,3,0,1,1,1,1,0
46,20,73,93106,1,1.5,2,128,0,0,0,1,0
62,36,28,95020,3,0.7,2,0,0,0,0,1,0
35,5,85,92870,4,4,3,0,0,0,0,1,0
65,35,55,94526,4,1.67,3,89,0,0,0,1,1
56,26,50,90095,3,1.4,3,0,0,0,0,0,0
63,38,63,92507,2,1.5,1,0,0,0,0,1,0
56,30,164,94610,4,0.5,2,234,1,0,1,1,1
40,14,69,95348,1,1.5,3,0,0,0,0,0,0
58,32,41,93401,3,2.2,3,148,0,0,0,1,1
36,10,20,90033,4,0.3,1,97,0,0,0,1,0
51,27,62,94063,2,3.2,3,118,0,0,0,0,1
40,16,32,92110,1,1.4,3,158,0,0,0,1,0
50,24,195,95035,1,1.7,1,0,0,0,0,0,0
40,15,81,94304,2,0.4,1,0,0,0,0,1,0
40,14,129,90089,1,5.9,3,0,1,0,0,1,0
26,2,20,95064,4,1,1,116,0,0,0,0,0
27,1,74,91730,3,0.3,3,0,0,0,0,1,0
61,37,62,94111,1,0,2,244,0,0,0,1,0
33,8,140,95814,1,4.6,1,0,0,0,0,1,0
38,14,58,91709,4,2,3,153,0,1,0,0,0
37,13,153,90630,2,6.5,1,0,0,0,0,1,1
42,18,43,92037,1,0.7,1,136,0,0,0,0,0
50,25,83,94542,4,3.6,3,188,0,0,0,1,0
29,5,83,92354,3,1.5,1,0,0,0,0,1,1
65,41,78,92109,3,2,3,0,0,0,1,1,1
63,37,32,93117,3,0.7,2,141,0,0,0,0,0
37,13,95,90095,2,1.7,2,83,0,0,0,0,0
27,1,98,94043,4,2.3,3,0,0,0,0,0,1
32,8,169,94596,1,6.5,3,272,1,1,1,1,0
57,31,30,95841,2,0.7,2,145,0,0,0,0,0
38,13,19,92069,2,1.4,2,120,0,0,0,0,1
43,18,59,93943,1,3.7,3,0,0,0,0,1,0
63,39,41,95449,2,1.1,1,0,0,0,0,0,0
48,24,134,94105,1,5,1,0,0,0,0,0,1
59,35,151,93106,2,6,1,0,0,0,0,1,0
42,18,145,94065,2,8,1,505,0,0,0,0,0
33,7,15,92152,1,0.4,2,82,0,1,1,1,1
55,28,21,94720,1,0.5,2,0,0,1,0,0,1
62,37,19,93109,3,0.5,1,89,0,0,0,0,0
26,1,18,92521,2,0.9,3,95,0,0,0,0,0
46,21,80,95054,4,0.4,1,0,0,0,0,1,1
47,23,148,94551,2,7.5,1,0,0,0,1,1,1
64,38,35,93955,1,0.5,3,0,0,0,0,1,0
39,15,91,93907,2,1.7,2,151,0,0,0,0,0
48,24,29,90509,1,1,1,0,0,0,0,0,0
58,34,152,92182,4,3.6,3,0,1,0,0,0,0
34,8,79,95616,1,2.5,1,0,0,0,0,1,0
46,20,158,90064,1,2.4,1,0,0,0,0,1,1
57,32,44,93407,3,0.5,2,0,0,0,0,1,0
32,7,94,91361,2,3.1,1,0,0,0,0,1,0
61,36,25,94015,2,0.5,2,0,0,0,0,1,1
51,25,148,90024,1,1,1,0,0,0,0,0,0
47,22,25,90404,1,0.1,1,148,0,0,0,1,0
59,33,71,91335,2,2.3,3,150,0,0,0,1,1
63,37,132,94080,1,4.4,2,0,1,0,0,1,0
34,9,104,95758,3,1.2,3,0,0,0,0,1,0
58,34,88,93555,2,1.6,1,0,0,0,0,1,1
27,1,41,93023,4,1.8,3,147,0,0,0,0,0
45,19,58,94305,2,0.4,3,0,0,1,0,0,1
25,-2,35,95045,4,1,3,0,0,0,0,1,0
30,6,49,91330,3,0.7,2,196,0,0,0,0,1
53,29,50,93305,4,0.1,3,152,0,0,0,1,0
64,40,8,94110,2,0.3,3,0,0,0,0,1,0
59,35,21,95818,2,1,1,120,0,0,0,1,0
54,29,21,95841,4,0.1,3,0,0,0,0,0,0
52,26,45,92697,4,1.8,1,0,0,0,0,1,0
39,14,104,94608,3,1,1,242,0,0,0,1,0
47,22,53,92691,1,0.3,1,213,0,0,0,0,0
49,25,91,94704,4,1.4,2,0,0,0,0,1,0
48,23,43,93943,3,1.7,2,159,0,0,0,1,0
42,17,85,93065,1,3.7,3,272,0,0,0,0,0
27,2,158,95060,3,0.4,2,0,1,0,1,1,0
44,20,122,94305,1,0.3,1,0,0,0,0,1,0
51,26,133,90291,1,0.6,1,328,0,0,0,0,0
61,36,89,93109,3,0.5,1,0,0,0,0,1,0
26,1,38,91910,4,1.7,2,0,0,0,0,1,0
41,16,109,94801,3,1,1,0,0,1,0,1,0
34,9,55,92122,4,2,2,147,0,0,0,0,1
53,28,44,91604,3,1.7,1,0,0,0,0,0,0
60,34,51,90028,3,1.4,3,0,0,0,0,0,0
56,26,92,92647,2,4.5,3,0,0,1,0,0,1
55,30,54,91367,3,1.7,1,0,0,0,0,1,0
46,22,164,94122,2,7.6,1,0,0,0,1,1,1
28,3,115,92333,4,3.1,2,0,1,0,0,0,0
65,40,114,94608,4,3.4,2,0,0,0,0,0,1
25,0,65,90095,4,0.2,1,0,0,1,0,0,0
28,2,101,90280,4,2.1,3,0,0,0,0,1,0
53,28,44,91604,3,1.7,1,0,0,0,0,0,0
48,22,120,90291,1,0,1,0,0,0,0,1,0
62,38,64,95064,4,2.2,1,123,0,1,1,1,1
40,14,179,94720,2,0,1,0,0,0,0,0,0
65,40,95,95014,3,3.7,2,138,1,0,0,0,1
46,20,111,95307,2,6.3,1,0,0,0,0,0,1
47,21,141,90095,1,2.4,1,0,0,0,0,0,0
32,7,100,92126,3,0.6,2,0,0,0,0,1,0
25,-1,48,92870,3,0.3,3,0,0,0,0,0,1
41,17,9,91911,1,1,1,0,0,0,0,1,1
60,34,19,92093,3,0.3,3,0,0,0,0,1,0
48,23,112,93014,1,5.1,2,86,1,1,1,1,0
58,34,84,91380,2,2.8,1,0,0,0,0,1,1
39,14,161,95064,1,4.1,1,509,0,1,0,0,0
40,15,73,92029,3,3,1,0,0,0,0,1,1
45,21,11,94143,4,0.2,1,106,0,0,0,1,1
35,11,58,95831,3,2,1,149,0,0,0,1,1
53,27,63,93109,2,0.8,3,0,0,1,0,1,0
55,29,92,92130,1,1.9,2,0,0,0,0,0,0
58,34,19,92029,4,0.7,1,0,0,0,0,0,0
33,8,133,90024,1,0,1,0,0,0,0,1,0
62,37,48,92028,3,2.2,1,0,0,0,0,0,0
50,26,19,94720,2,0.4,1,118,0,0,0,1,0
41,17,51,94402,2,0.6,3,0,0,0,0,0,1
35,11,30,94303,1,1.7,1,0,0,1,0,0,1
34,9,62,92677,3,2.3,1,0,0,0,0,0,0
62,38,64,95064,4,2.2,1,123,0,1,1,1,1
53,23,65,95054,4,2,3,0,0,0,0,1,0
56,31,72,90095,3,2,2,0,0,0,0,0,0
44,20,79,95051,4,2,3,0,0,1,1,1,1
52,27,32,92521,2,2,2,0,0,0,0,0,1
47,22,61,94025,3,2.7,2,168,0,0,0,1,1
31,5,82,95482,4,1.8,2,0,0,0,0,1,0
50,26,92,90740,1,2.6,2,213,0,0,0,0,1
48,22,42,95054,3,0.6,2,121,0,0,0,1,0
43,19,74,94035,4,1.9,1,0,0,0,0,0,1
26,0,85,93950,2,1.6,3,0,0,0,0,1,1
43,19,74,94035,4,1.9,1,0,0,0,0,0,1
41,14,51,91320,3,2.33,2,0,0,0,0,1,0
52,27,25,95138,2,0,1,0,0,0,0,1,1
52,26,155,92660,3,7.2,2,0,1,0,0,1,0
58,32,41,93401,3,2.2,3,148,0,0,0,1,1
62,36,119,94720,2,2,1,0,0,0,0,0,0
25,1,54,94117,4,1.6,1,0,0,0,0,1,1
40,14,123,90041,1,5.2,1,0,0,0,0,1,0
47,23,178,93014,1,6.5,3,0,1,0,0,0,0
28,3,123,92007,1,0.8,1,146,0,0,0,0,0
51,27,38,90401,2,1,3,164,0,0,0,1,0
36,12,38,94109,1,1.5,2,0,0,0,0,0,0
52,27,195,90266,1,8.1,1,0,0,0,0,0,0
62,38,42,95747,3,0.1,3,149,0,0,0,0,1
40,15,19,90630,4,0.2,3,0,0,0,0,1,0
49,24,39,92717,1,1.4,3,0,0,0,0,1,0
44,19,50,90745,3,2.7,2,0,0,0,0,1,0
38,13,19,92069,2,1.4,2,120,0,0,0,0,1
36,12,123,95060,2,5.6,2,0,1,0,1,1,1
46,22,83,94501,4,1.4,2,0,0,0,0,1,1
58,33,23,90095,3,1.3,2,131,0,0,0,0,0
40,16,42,94501,4,2.2,2,126,0,0,0,0,0
60,35,42,91902,3,1.5,1,0,0,0,0,0,1
26,0,129,90028,3,0.7,2,0,1,0,0,0,0
33,9,41,95814,3,2,1,108,0,0,0,1,0
42,16,141,94960,3,4,2,0,1,0,0,0,0
38,14,130,95010,4,4.7,3,134,1,0,0,0,0
42,16,55,95820,1,0.7,3,135,0,0,0,1,0
39,15,79,92646,4,2.4,1,0,0,0,0,0,0
43,16,44,94577,3,1,2,0,0,0,0,1,0
55,30,39,92647,2,1.9,2,0,0,0,0,0,0
58,32,9,94080,3,0.3,3,0,0,0,0,0,1
57,32,43,92704,2,2.1,3,166,0,0,0,1,0
36,11,15,94720,2,0.3,2,119,0,0,0,0,0
38,12,52,90036,1,2,1,0,0,0,0,0,0
62,38,100,90277,4,1.7,2,0,0,0,0,1,0
39,15,62,93955,3,2.33,1,131,0,0,1,1,1
61,37,61,94122,3,2,3,0,0,0,0,1,0
33,3,59,91040,2,1.75,3,0,0,0,0,1,0
58,28,81,91604,1,3,3,0,0,0,0,1,0
42,17,91,94583,1,0.1,2,199,0,0,0,1,1
45,19,25,94609,2,0.1,3,102,0,0,0,1,0
38,12,52,92807,2,2.4,2,147,0,0,0,0,0
29,5,44,95819,3,0.1,2,0,0,0,0,1,1
55,29,60,94305,3,2.2,3,84,0,0,0,1,0
54,29,62,94720,4,0.7,1,0,0,0,0,0,1
52,26,34,93023,1,0.3,3,0,0,0,0,1,0
57,32,33,95747,2,2,2,0,0,0,0,1,0
51,26,90,94110,1,2.8,2,0,0,0,0,1,1
29,3,49,90266,1,1.5,1,0,0,0,0,0,0
61,37,54,90024,4,1.2,2,129,0,0,0,1,1
24,0,82,90401,3,0.8,1,0,0,0,0,1,0
59,29,61,94025,1,1.4,3,0,0,0,0,0,0
61,37,131,94720,1,2.9,1,0,0,0,0,1,0
40,14,93,93933,1,2.8,3,328,0,1,1,1,1
44,14,33,94063,1,0.75,3,171,0,0,0,0,0
38,14,62,94143,1,1.5,3,255,0,0,0,1,0
48,23,161,96003,4,7.9,3,310,1,0,0,0,0
39,15,89,92126,2,1.9,1,0,0,0,0,0,0
24,-2,82,91103,2,1.6,3,0,0,0,0,1,1
41,16,68,92122,3,3,1,0,0,0,0,1,1
35,9,50,92182,4,2.2,2,0,0,0,0,0,0
51,26,69,94005,3,2,2,0,0,0,0,1,0
64,40,123,90840,1,3.8,1,0,0,0,0,1,1
67,41,78,94301,4,2.4,3,0,0,1,0,0,0
56,30,39,90024,3,1.4,1,131,0,0,0,0,1
62,36,119,94720,2,2,1,0,0,0,0,0,0
53,29,83,90073,4,1,2,0,0,0,0,1,0
27,3,90,91365,3,0.8,1,0,0,0,0,1,0
56,31,82,95348,4,1.3,3,0,0,0,0,1,0
40,10,19,94609,1,0.75,3,116,0,0,0,0,0
27,3,110,96150,2,0.2,1,294,0,1,0,0,1
49,23,121,90032,1,4.9,1,0,0,0,0,1,0
44,20,50,95670,3,2.33,1,200,0,0,0,0,0
49,23,58,95819,4,2.6,1,188,0,0,0,0,0
33,7,81,92647,3,1.6,1,0,0,0,0,1,1
47,22,33,91105,1,1.4,3,0,0,0,0,1,0
27,1,83,90034,2,0.2,1,0,0,0,0,0,1
25,1,72,94301,3,0.8,1,0,0,0,0,1,0
31,7,25,93943,2,1,2,0,0,1,1,1,1
29,5,72,92407,3,0.7,2,81,0,0,0,0,0
40,15,132,94131,2,3.9,1,0,0,0,0,1,0
49,23,93,90036,1,2.4,1,0,0,0,0,1,1
35,11,193,91765,2,6.5,1,0,0,0,0,0,1
29,5,123,90291,2,0.6,1,0,0,0,0,1,0
41,17,38,92182,4,2.2,2,180,0,0,0,0,1
59,35,42,93555,1,1.8,3,0,0,0,0,1,0
26,2,20,95064,4,1,1,116,0,0,0,0,0
43,19,201,94305,2,6.67,1,0,0,1,0,1,0
60,36,22,94551,2,1,1,0,0,1,1,1,1
59,34,38,90291,4,1.7,1,0,0,0,0,0,1
35,11,9,93106,4,0.7,2,0,0,0,0,1,0
63,38,59,92612,3,0.5,2,0,0,0,0,1,0
53,26,14,94590,2,1,2,83,0,0,0,0,0
32,2,69,93943,4,4,3,102,0,0,0,1,0
38,13,78,91942,4,0.7,3,0,0,0,0,1,0
30,6,69,94305,4,3.4,1,188,0,0,0,0,1
48,22,42,95054,3,0.6,2,121,0,0,0,1,0
38,14,122,95819,2,8,1,0,0,0,0,1,1
65,39,105,94710,4,2.4,3,0,0,0,0,0,0
